ccaa,complete_80,pop_80,perc_80,complete_70,pop_70,perc_70,complete_60,perc_60,complete_50,pop_50,perc_50,complete_25,pop_25,perc_25,complete_18,pop_18,perc_18,complete_16,pop_16,perc_16,complete_total,pop_total,perc_total,fecha
"Extremadura","76.171","76.005","100,0%","88.428","125.297","96,2%","17.211","13,7%","17.386","169.216","10,3%","21.633","351.778","6,1%","1.053","76.088","1,4%","58","20.953","0,3%","221.940","911.213","24,4%","2021-05-25T22:00:00.000Z"
"Extremadura","76.199","76.005","100,0%","88.670","125.297","96,5%","21.748","17,4%","18.812","169.216","11,1%","21.761","351.778","6,2%","1.068","76.088","1,4%","59","20.953","0,3%","228.317","911.213","25,1%","2021-05-26T22:00:00.000Z"
"Extremadura","76.275","76.005","100,0%","89.266","125.297","97,2%","26.882","21,5%","20.252","169.216","12,0%","21.879","351.778","6,2%","1.075","76.088","1,4%","60","20.953","0,3%","235.689","911.213","25,9%","2021-05-27T22:00:00.000Z"
"Extremadura","76.301","76.005","100,0%","89.608","125.297","97,5%","33.241","26,5%","20.958","169.216","12,4%","22.059","351.778","6,3%","1.088","76.088","1,4%","61","20.953","0,3%","243.316","911.213","26,7%","2021-05-30T22:00:00.000Z"
"Extremadura","76.310","76.005","100,0%","89.652","125.297","97,6%","33.632","26,8%","21.936","169.216","13,0%","22.074","351.778","6,3%","1.088","76.088","1,4%","61","20.953","0,3%","244.753","911.213","26,9%","2021-05-31T22:00:00.000Z"
"Extremadura","76.338","76.005","100,0%","89.843","125.297","97,8%","37.228","29,7%","23.851","169.216","14,1%","22.163","351.778","6,3%","1.093","76.088","1,4%","62","20.953","0,3%","250.578","911.213","27,5%","2021-06-01T22:00:00.000Z"
"Extremadura","76.392","76.005","100,0%","89.992","125.297","97,9%","40.937","32,7%","27.257","169.216","16,1%","22.399","351.778","6,4%","1.110","76.088","1,5%","62","20.953","0,3%","258.149","911.213","28,3%","2021-06-02T22:00:00.000Z"
"Extremadura","77.919","100,0%","95.075","100,0%","70,3%","100,0%","118.998","26.178","16,4%","22.484","11,7%","2.788","3,7%","74","0,4%","468.805","911.213","51,4%",,,,,,"2021-06-03T22:00:00.000Z"
"Galicia","72.998","234.302","31,2%","3.853","346.927","1,3%","15.775","4,5%","22.833","405.889","5,6%","37.642","889.004","4,2%","1.424","152.745","0,9%","3","44.014","0,0%","154.528","2.362.643","6,5%","2021-03-30T22:00:00.000Z"
"Galicia","80.475","234.302","34,3%","3.872","346.927","1,3%","15.895","4,6%","22.957","405.889","5,7%","37.764","889.004","4,2%","1.431","152.745","0,9%","3","44.014","0,0%","162.397","2.362.643","6,9%","2021-03-31T22:00:00.000Z"
"Galicia","88.313","234.302","37,7%","3.876","346.927","1,3%","15.948","4,6%","23.038","405.889","5,7%","37.937","889.004","4,3%","1.443","152.745","0,9%","3","44.014","0,0%","170.558","2.362.643","7,2%","2021-04-02T22:00:00.000Z"
"Galicia","88.314","234.302","37,7%","4.244","346.927","1,5%","16.132","4,6%","23.096","405.889","5,7%","37.940","889.004","4,3%","1.443","152.745","0,9%","3","44.014","0,0%","171.172","2.362.643","7,2%","2021-04-04T22:00:00.000Z"
"Galicia","92.514","234.302","39,5%","4.532","346.927","1,6%","16.409","4,7%","23.237","405.889","5,7%","38.056","889.004","4,3%","1.448","152.745","0,9%","3","44.014","0,0%","176.199","2.362.643","7,5%","2021-04-05T22:00:00.000Z"
"Galicia","92.515","234.302","39,5%","4.532","346.927","1,6%","16.409","4,7%","23.236","405.889","5,7%","38.058","889.004","4,3%","1.448","152.745","0,9%","3","44.014","0,0%","176.201","2.362.643","7,5%","2021-04-06T22:00:00.000Z"
"Galicia","98.758","234.302","42,1%","4.567","346.927","1,6%","16.503","4,8%","23.346","405.889","5,8%","38.212","889.004","4,3%","1.456","152.745","1,0%","3","44.014","0,0%","182.845","2.362.643","7,7%","2021-04-07T22:00:00.000Z"
"Galicia","101.251","234.302","43,2%","4.582","346.927","1,6%","16.526","4,8%","23.368","405.889","5,8%","38.254","889.004","4,3%","1.459","152.745","1,0%","3","44.014","0,0%","185.443","2.362.643","7,8%","2021-04-08T22:00:00.000Z"
"Galicia","101.816","234.302","43,5%","4.597","346.927","1,6%","16.535","4,8%","23.375","405.889","5,8%","38.270","889.004","4,3%","1.460","152.745","1,0%","3","44.014","0,0%","186.056","2.362.643","7,9%","2021-04-11T22:00:00.000Z"
"Galicia","106.466","234.302","45,4%","4.663","346.927","1,6%","16.623","4,8%","23.465","405.889","5,8%","38.407","889.004","4,3%","1.468","152.745","1,0%","3","44.014","0,0%","191.095","2.362.643","8,1%","2021-04-12T22:00:00.000Z"
"Galicia","111.611","234.302","47,6%","4.710","346.927","1,6%","16.647","4,8%","23.512","405.889","5,8%","38.492","889.004","4,3%","1.471","152.745","1,0%","3","44.014","0,0%","196.446","2.362.643","8,3%","2021-04-13T22:00:00.000Z"
"Galicia","117.576","234.302","50,2%","4.754","346.927","1,6%","16.717","4,8%","23.611","405.889","5,8%","38.672","889.004","4,4%","1.487","152.745","1,0%","3","44.014","0,0%","202.820","2.362.643","8,6%","2021-04-14T22:00:00.000Z"
"Galicia","124.502","234.302","53,1%","4.803","346.927","1,7%","16.746","4,8%","23.630","405.889","5,8%","38.694","889.004","4,4%","1.488","152.745","1,0%","3","44.014","0,0%","209.866","2.362.643","8,9%","2021-04-15T22:00:00.000Z"
"Galicia","130.392","234.302","55,7%","4.840","346.927","1,7%","16.803","4,8%","23.706","405.889","5,8%","38.912","889.004","4,4%","1.581","152.745","1,0%","3","44.014","0,0%","216.237","2.362.643","9,2%","2021-04-18T22:00:00.000Z"
"Galicia","138.765","234.302","59,2%","4.862","346.927","1,7%","16.854","4,9%","23.766","405.889","5,9%","39.111","889.004","4,4%","1.590","152.745","1,0%","3","44.014","0,0%","224.951","2.362.643","9,5%","2021-04-19T22:00:00.000Z"
"Galicia","145.907","234.302","62,3%","4.880","346.927","1,7%","16.882","4,9%","23.814","405.889","5,9%","39.272","889.004","4,4%","1.605","152.745","1,1%","3","44.014","0,0%","232.363","2.362.643","9,8%","2021-04-20T22:00:00.000Z"
"Galicia","154.295","234.302","65,9%","4.934","346.927","1,7%","16.955","4,9%","23.897","405.889","5,9%","39.458","889.004","4,4%","1.613","152.745","1,1%","3","44.014","0,0%","241.155","2.362.643","10,2%","2021-04-21T22:00:00.000Z"
"Galicia","156.796","234.302","66,9%","5.046","346.927","1,7%","17.005","4,9%","23.947","405.889","5,9%","39.585","889.004","4,5%","1.620","152.745","1,1%","3","44.014","0,0%","244.002","2.362.643","10,3%","2021-04-22T22:00:00.000Z"
"Galicia","162.967","234.302","69,6%","5.121","346.927","1,8%","17.019","4,9%","23.952","405.889","5,9%","39.599","889.004","4,5%","1.623","152.745","1,1%","3","44.014","0,0%","250.284","2.362.643","10,6%","2021-04-25T22:00:00.000Z"
"Galicia","174.741","234.302","74,6%","5.247","346.927","1,8%","17.094","4,9%","24.053","405.889","5,9%","39.735","889.004","4,5%","1.639","152.745","1,1%","3","44.014","0,0%","262.512","2.362.643","11,1%","2021-04-26T22:00:00.000Z"
"Galicia","184.440","234.302","78,7%","5.456","346.927","1,9%","17.203","5,0%","24.120","405.889","5,9%","39.848","889.004","4,5%","1.647","152.745","1,1%","3","44.014","0,0%","272.717","2.362.643","11,5%","2021-04-27T22:00:00.000Z"
"Galicia","191.358","234.302","81,7%","5.591","346.927","1,9%","17.278","5,0%","24.167","405.889","6,0%","39.951","889.004","4,5%","1.663","152.745","1,1%","9","44.014","0,0%","280.017","2.362.643","11,9%","2021-04-28T22:00:00.000Z"
"Galicia","197.981","234.302","84,5%","5.732","346.927","2,0%","17.316","5,0%","24.205","405.889","6,0%","40.044","889.004","4,5%","1.667","152.745","1,1%","9","44.014","0,0%","286.954","2.362.643","12,1%","2021-04-29T22:00:00.000Z"
"Galicia","219.256","234.302","93,6%","83.750","346.927","28,9%","17.365","5,0%","24.250","405.889","6,0%","40.107","889.004","4,5%","1.671","152.745","1,1%","9","44.014","0,0%","386.408","2.362.643","16,4%","2021-05-02T22:00:00.000Z"
"Galicia","221.288","234.302","94,4%","85.318","346.927","29,4%","17.419","5,0%","24.300","405.889","6,0%","40.200","889.004","4,5%","1.675","152.745","1,1%","9","44.014","0,0%","390.209","2.362.643","16,5%","2021-05-03T22:00:00.000Z"
"Galicia","222.651","234.302","95,0%","86.534","346.927","29,9%","17.448","5,0%","24.310","405.889","6,0%","40.210","889.004","4,5%","1.677","152.745","1,1%","9","44.014","0,0%","392.839","2.362.643","16,6%","2021-05-04T22:00:00.000Z"
"Galicia","224.257","234.302","95,7%","128.410","346.927","44,3%","17.511","5,0%","24.359","405.889","6,0%","40.333","889.004","4,5%","1.692","152.745","1,1%","9","44.014","0,0%","436.571","2.362.643","18,5%","2021-05-05T22:00:00.000Z"
"Galicia","225.922","234.302","96,4%","129.368","346.927","44,6%","17.541","5,1%","24.382","405.889","6,0%","40.369","889.004","4,5%","1.692","152.745","1,1%","9","44.014","0,0%","439.283","2.362.643","18,6%","2021-05-06T22:00:00.000Z"
"Galicia","227.698","234.302","97,2%","144.067","346.927","49,7%","17.586","5,1%","24.421","405.889","6,0%","40.415","889.004","4,5%","1.696","152.745","1,1%","9","44.014","0,0%","455.892","2.362.643","19,3%","2021-05-09T22:00:00.000Z"
"Galicia","230.041","234.302","98,2%","145.348","346.927","50,2%","17.655","5,1%","24.484","405.889","6,0%","40.523","889.004","4,6%","1.725","152.745","1,1%","9","44.014","0,0%","459.785","2.362.643","19,5%","2021-05-10T22:00:00.000Z"
"Galicia","230.965","234.302","98,6%","146.090","346.927","50,4%","17.695","5,1%","24.524","405.889","6,0%","40.585","889.004","4,6%","1.734","152.745","1,1%","9","44.014","0,0%","461.602","2.362.643","19,5%","2021-05-11T22:00:00.000Z"
"Galicia","231.715","234.302","98,9%","197.088","346.927","68,0%","17.999","5,2%","24.737","405.889","6,1%","40.776","889.004","4,6%","1.738","152.745","1,1%","17","44.014","0,0%","514.070","2.362.643","21,8%","2021-05-12T22:00:00.000Z"
"Galicia","232.584","234.302","99,3%","197.671","346.927","68,2%","18.591","5,4%","25.240","405.889","6,2%","41.196","889.004","4,6%","1.765","152.745","1,2%","20","44.014","0,0%","517.067","2.362.643","21,9%","2021-05-13T22:00:00.000Z"
"Galicia","234.287","234.302","100,0%","216.155","346.927","74,6%","20.819","6,0%","27.433","405.889","6,8%","42.989","889.004","4,8%","1.839","152.745","1,2%","30","44.014","0,1%","543.552","2.362.643","23,0%","2021-05-16T22:00:00.000Z"
"Galicia","234.293","234.302","100,0%","216.303","346.927","74,6%","20.992","6,1%","27.634","405.889","6,8%","43.288","889.004","4,9%","1.853","152.745","1,2%","30","44.014","0,1%","544.393","2.362.643","23,0%","2021-05-17T22:00:00.000Z"
"Galicia","234.682","234.302","100,0%","218.388","346.927","75,4%","21.120","6,1%","27.857","405.889","6,9%","43.590","889.004","4,9%","1.871","152.745","1,2%","33","44.014","0,1%","547.541","2.362.643","23,2%","2021-05-18T22:00:00.000Z"
"Galicia","235.019","234.302","100,0%","252.202","346.927","87,0%","21.201","6,1%","27.940","405.889","6,9%","43.699","889.004","4,9%","1.875","152.745","1,2%","33","44.014","0,1%","581.969","2.362.643","24,6%","2021-05-19T22:00:00.000Z"
"Galicia","235.411","234.302","100,0%","272.506","346.927","94,0%","21.341","6,2%","28.143","405.889","6,9%","43.923","889.004","4,9%","1.887","152.745","1,2%","34","44.014","0,1%","603.245","2.362.643","25,5%","2021-05-20T22:00:00.000Z"
"Galicia","235.714","234.302","100,0%","273.851","346.927","94,5%","26.319","7,6%","28.312","405.889","7,0%","44.109","889.004","5,0%","1.892","152.745","1,2%","34","44.014","0,1%","610.231","2.362.643","25,8%","2021-05-23T22:00:00.000Z"
"Galicia","236.123","234.302","100,0%","274.725","346.927","94,8%","26.610","7,7%","28.415","405.889","7,0%","44.223","889.004","5,0%","1.901","152.745","1,2%","35","44.014","0,1%","612.032","2.362.643","25,9%","2021-05-24T22:00:00.000Z"
"Galicia","236.171","234.302","100,0%","274.940","346.927","94,9%","26.628","7,7%","28.448","405.889","7,0%","44.260","889.004","5,0%","1.904","152.745","1,2%","35","44.014","0,1%","612.386","2.362.643","25,9%","2021-05-25T22:00:00.000Z"
"Galicia","236.283","234.302","100,0%","275.230","346.927","95,0%","26.743","7,7%","28.565","405.889","7,0%","44.378","889.004","5,0%","1.910","152.745","1,3%","37","44.014","0,1%","613.146","2.362.643","26,0%","2021-05-26T22:00:00.000Z"
"Galicia","236.608","234.302","100,0%","276.172","346.927","95,3%","27.214","7,8%","30.530","405.889","7,5%","45.200","889.004","5,1%","1.939","152.745","1,3%","37","44.014","0,1%","617.700","2.362.643","26,1%","2021-05-27T22:00:00.000Z"
"Galicia","236.656","234.302","100,0%","276.404","346.927","95,4%","74.406","21,4%","32.460","405.889","8,0%","49.292","889.004","5,5%","2.264","152.745","1,5%","38","44.014","0,1%","671.520","2.362.643","28,4%","2021-05-30T22:00:00.000Z"
"Galicia","236.722","234.302","100,0%","277.619","346.927","95,8%","74.562","21,5%","49.620","405.889","12,2%","49.978","889.004","5,6%","2.301","152.745","1,5%","38","44.014","0,1%","690.840","2.362.643","29,2%","2021-05-31T22:00:00.000Z"
"Galicia","236.766","234.302","100,0%","277.783","346.927","95,9%","74.869","21,6%","74.848","405.889","18,4%","50.571","889.004","5,7%","2.339","152.745","1,5%","39","44.014","0,1%","717.215","2.362.643","30,4%","2021-06-01T22:00:00.000Z"
"Galicia","236.856","234.302","100,0%","278.773","346.927","96,2%","75.165","21,7%","75.815","405.889","18,7%","51.627","889.004","5,8%","2.398","152.745","1,6%","39","44.014","0,1%","720.673","2.362.643","30,5%","2021-06-02T22:00:00.000Z"
"Galicia","239.915","100,0%","285.998","98,7%","72,5%","93,6%","294.345","57.080","12,9%","48.169","10,8%","6.570","4,3%","45","0,1%","1.256.755","2.362.643","53,2%",,,,,,"2021-06-03T22:00:00.000Z"
"La Rioja","9.716","22.207","43,8%","651","37.718","2,3%","2.307","6,1%","3.284","47.664","6,9%","4.639","107.618","4,3%","367","21.170","1,7%","2","6.286","0,0%","20.966","270.788","7,7%","2021-03-30T22:00:00.000Z"
"La Rioja","10.648","22.207","47,9%","655","37.718","2,3%","2.330","6,2%","3.314","47.664","7,0%","4.661","107.618","4,3%","370","21.170","1,7%","2","6.286","0,0%","21.980","270.788","8,1%","2021-03-31T22:00:00.000Z"
"La Rioja","12.218","22.207","55,0%","656","37.718","2,3%","2.331","6,2%","3.317","47.664","7,0%","4.664","107.618","4,3%","372","21.170","1,8%","2","6.286","0,0%","23.560","270.788","8,7%","2021-04-02T22:00:00.000Z"
"La Rioja","12.218","22.207","55,0%","656","37.718","2,3%","2.331","6,2%","3.317","47.664","7,0%","4.664","107.618","4,3%","372","21.170","1,8%","2","6.286","0,0%","23.560","270.788","8,7%","2021-04-04T22:00:00.000Z"
"La Rioja","12.890","22.207","58,0%","657","37.718","2,3%","2.331","6,2%","3.318","47.664","7,0%","4.664","107.618","4,3%","372","21.170","1,8%","2","6.286","0,0%","24.234","270.788","8,9%","2021-04-05T22:00:00.000Z"
"La Rioja","12.893","22.207","58,1%","657","37.718","2,3%","2.332","6,2%","3.324","47.664","7,0%","4.675","107.618","4,3%","374","21.170","1,8%","2","6.286","0,0%","24.257","270.788","9,0%","2021-04-06T22:00:00.000Z"
"La Rioja","13.111","22.207","59,0%","658","37.718","2,3%","2.333","6,2%","3.326","47.664","7,0%","4.675","107.618","4,3%","374","21.170","1,8%","2","6.286","0,0%","24.479","270.788","9,0%","2021-04-07T22:00:00.000Z"
"La Rioja","13.346","22.207","60,1%","659","37.718","2,3%","2.333","6,2%","3.330","47.664","7,0%","4.677","107.618","4,3%","374","21.170","1,8%","2","6.286","0,0%","24.721","270.788","9,1%","2021-04-08T22:00:00.000Z"
"La Rioja","13.477","22.207","60,7%","659","37.718","2,3%","2.335","6,2%","3.330","47.664","7,0%","4.677","107.618","4,3%","374","21.170","1,8%","2","6.286","0,0%","24.854","270.788","9,2%","2021-04-11T22:00:00.000Z"
"La Rioja","13.610","22.207","61,3%","660","37.718","2,3%","2.336","6,2%","3.330","47.664","7,0%","4.677","107.618","4,3%","374","21.170","1,8%","2","6.286","0,0%","24.989","270.788","9,2%","2021-04-12T22:00:00.000Z"
"La Rioja","13.731","22.207","61,8%","679","37.718","2,4%","2.396","6,4%","3.369","47.664","7,1%","4.684","107.618","4,4%","375","21.170","1,8%","2","6.286","0,0%","25.236","270.788","9,3%","2021-04-13T22:00:00.000Z"
"La Rioja","14.212","22.207","64,0%","684","37.718","2,4%","2.439","6,5%","3.400","47.664","7,1%","4.701","107.618","4,4%","382","21.170","1,8%","2","6.286","0,0%","25.820","270.788","9,5%","2021-04-14T22:00:00.000Z"
"La Rioja","14.376","22.207","64,7%","686","37.718","2,4%","2.440","6,5%","3.403","47.664","7,1%","4.704","107.618","4,4%","382","21.170","1,8%","3","6.286","0,0%","25.994","270.788","9,6%","2021-04-15T22:00:00.000Z"
"La Rioja","14.545","22.207","65,5%","700","37.718","2,5%","2.447","6,5%","3.411","47.664","7,2%","4.710","107.618","4,4%","383","21.170","1,8%","5","6.286","0,1%","26.201","270.788","9,7%","2021-04-18T22:00:00.000Z"
"La Rioja","14.896","22.207","67,1%","704","37.718","2,5%","2.453","6,5%","3.406","47.664","7,1%","4.714","107.618","4,4%","384","21.170","1,8%","7","6.286","0,1%","26.564","270.788","9,8%","2021-04-19T22:00:00.000Z"
"La Rioja","15.481","22.207","69,7%","720","37.718","2,6%","2.457","6,5%","3.412","47.664","7,2%","4.723","107.618","4,4%","390","21.170","1,8%","7","6.286","0,1%","27.190","270.788","10,0%","2021-04-20T22:00:00.000Z"
"La Rioja","15.897","22.207","71,6%","722","37.718","2,6%","2.461","6,5%","3.415","47.664","7,2%","4.728","107.618","4,4%","392","21.170","1,9%","7","6.286","0,1%","27.622","270.788","10,2%","2021-04-21T22:00:00.000Z"
"La Rioja","15.932","22.207","71,7%","722","37.718","2,6%","2.461","6,5%","3.416","47.664","7,2%","4.728","107.618","4,4%","392","21.170","1,9%","7","6.286","0,1%","27.658","270.788","10,2%","2021-04-22T22:00:00.000Z"
"La Rioja","15.983","22.207","72,0%","728","37.718","2,6%","2.463","6,5%","3.418","47.664","7,2%","4.727","107.618","4,4%","392","21.170","1,9%","7","6.286","0,1%","27.718","270.788","10,2%","2021-04-25T22:00:00.000Z"
"La Rioja","15.985","22.207","72,0%","729","37.718","2,6%","2.463","6,5%","3.418","47.664","7,2%","4.727","107.618","4,4%","393","21.170","1,9%","7","6.286","0,1%","27.722","270.788","10,2%","2021-04-26T22:00:00.000Z"
"La Rioja","17.113","22.207","77,1%","728","37.718","2,6%","2.464","6,5%","3.418","47.664","7,2%","4.719","107.618","4,4%","392","21.170","1,9%","7","6.286","0,1%","28.841","270.788","10,7%","2021-04-27T22:00:00.000Z"
"La Rioja","18.464","22.207","83,1%","737","37.718","2,6%","2.468","6,5%","3.417","47.664","7,2%","4.718","107.618","4,4%","392","21.170","1,9%","7","6.286","0,1%","30.203","270.788","11,2%","2021-04-28T22:00:00.000Z"
"La Rioja","21.191","22.207","95,4%","919","37.718","3,3%","2.541","6,7%","3.421","47.664","7,2%","4.726","107.618","4,4%","394","21.170","1,9%","9","6.286","0,1%","33.201","270.788","12,3%","2021-04-29T22:00:00.000Z"
"La Rioja","21.835","22.207","98,3%","1.649","37.718","5,9%","2.542","6,7%","3.424","47.664","7,2%","4.738","107.618","4,4%","395","21.170","1,9%","9","6.286","0,1%","34.592","270.788","12,8%","2021-05-02T22:00:00.000Z"
"La Rioja","21.945","22.207","98,8%","3.295","37.718","11,7%","2.552","6,8%","3.428","47.664","7,2%","4.743","107.618","4,4%","394","21.170","1,9%","9","6.286","0,1%","36.366","270.788","13,4%","2021-05-03T22:00:00.000Z"
"La Rioja","22.035","22.207","99,2%","5.119","37.718","18,2%","2.933","7,8%","3.429","47.664","7,2%","4.753","107.618","4,4%","395","21.170","1,9%","9","6.286","0,1%","38.673","270.788","14,3%","2021-05-04T22:00:00.000Z"
"La Rioja","22.105","22.207","99,5%","6.224","37.718","22,1%","3.121","8,3%","3.434","47.664","7,2%","4.762","107.618","4,4%","397","21.170","1,9%","9","6.286","0,1%","40.052","270.788","14,8%","2021-05-05T22:00:00.000Z"
"La Rioja","22.218","22.207","100,0%","7.908","37.718","28,1%","3.126","8,3%","3.438","47.664","7,2%","4.774","107.618","4,4%","401","21.170","1,9%","9","6.286","0,1%","41.874","270.788","15,5%","2021-05-06T22:00:00.000Z"
"La Rioja","22.315","22.207","100,5%","10.300","37.718","36,6%","3.805","10,1%","3.441","47.664","7,2%","4.782","107.618","4,4%","401","21.170","1,9%","9","6.286","0,1%","45.053","270.788","16,6%","2021-05-09T22:00:00.000Z"
"La Rioja","22.422","22.207","101,0%","11.214","37.718","39,9%","3.900","10,3%","3.468","47.664","7,3%","4.839","107.618","4,5%","402","21.170","1,9%","9","6.286","0,1%","46.254","270.788","17,1%","2021-05-10T22:00:00.000Z"
"La Rioja","22.461","22.207","101,1%","13.570","37.718","48,2%","3.932","10,4%","3.498","47.664","7,3%","4.873","107.618","4,5%","404","21.170","1,9%","9","6.286","0,1%","48.747","270.788","18,0%","2021-05-11T22:00:00.000Z"
"La Rioja","22.520","22.207","101,4%","15.192","37.718","54,0%","3.975","10,5%","3.529","47.664","7,4%","4.917","107.618","4,6%","409","21.170","1,9%","9","6.286","0,1%","50.551","270.788","18,7%","2021-05-12T22:00:00.000Z"
"La Rioja","22.635","22.207","101,9%","17.525","37.718","62,3%","4.005","10,6%","3.564","47.664","7,5%","4.939","107.618","4,6%","414","21.170","2,0%","9","6.286","0,1%","53.091","270.788","19,6%","2021-05-13T22:00:00.000Z"
"La Rioja","22.724","22.207","102,3%","19.571","37.718","69,6%","4.046","10,7%","3.598","47.664","7,5%","4.971","107.618","4,6%","416","21.170","2,0%","9","6.286","0,1%","55.335","270.788","20,4%","2021-05-16T22:00:00.000Z"
"La Rioja","22.764","22.207","100,0%","21.542","37.718","76,6%","4.086","10,8%","4.373","47.664","9,2%","5.006","107.618","4,7%","419","21.170","2,0%","9","6.286","0,1%","58.199","270.788","21,5%","2021-05-17T22:00:00.000Z"
"La Rioja","22.776","22.207","100,0%","22.892","37.718","81,4%","4.112","10,9%","4.394","47.664","9,2%","5.022","107.618","4,7%","424","21.170","2,0%","9","6.286","0,1%","59.629","270.788","22,0%","2021-05-18T22:00:00.000Z"
"La Rioja","22.796","22.207","100,0%","24.157","37.718","85,9%","4.570","12,1%","4.402","47.664","9,2%","5.033","107.618","4,7%","424","21.170","2,0%","9","6.286","0,1%","61.391","270.788","22,7%","2021-05-19T22:00:00.000Z"
"La Rioja","22.803","22.207","100,0%","24.641","37.718","87,6%","4.591","12,2%","4.415","47.664","9,3%","5.042","107.618","4,7%","425","21.170","2,0%","9","6.286","0,1%","61.926","270.788","22,9%","2021-05-20T22:00:00.000Z"
"La Rioja","22.842","22.207","100,0%","26.927","37.718","95,7%","5.607","14,9%","4.453","47.664","9,3%","5.067","107.618","4,7%","429","21.170","2,0%","9","6.286","0,1%","65.334","270.788","24,1%","2021-05-23T22:00:00.000Z"
"La Rioja","22.855","22.207","100,0%","27.265","37.718","96,9%","6.506","17,2%","5.092","47.664","10,7%","5.142","107.618","4,8%","430","21.170","2,0%","9","6.286","0,1%","67.299","270.788","24,9%","2021-05-24T22:00:00.000Z"
"La Rioja","22.864","22.207","100,0%","27.554","37.718","98,0%","7.209","19,1%","5.160","47.664","10,8%","5.250","107.618","4,9%","455","21.170","2,1%","9","6.286","0,1%","68.501","270.788","25,3%","2021-05-25T22:00:00.000Z"
"La Rioja","22.882","22.207","100,0%","27.615","37.718","98,2%","8.750","23,2%","5.166","47.664","10,8%","5.258","107.618","4,9%","455","21.170","2,1%","9","6.286","0,1%","70.135","270.788","25,9%","2021-05-26T22:00:00.000Z"
"La Rioja","22.889","22.207","100,0%","27.636","37.718","98,3%","8.901","23,6%","5.172","47.664","10,9%","5.269","107.618","4,9%","457","21.170","2,2%","9","6.286","0,1%","70.333","270.788","26,0%","2021-05-27T22:00:00.000Z"
"La Rioja","22.890","22.207","100,0%","27.655","37.718","98,3%","9.050","24,0%","5.175","47.664","10,9%","5.275","107.618","4,9%","457","21.170","2,2%","9","6.286","0,1%","70.511","270.788","26,0%","2021-05-30T22:00:00.000Z"
"La Rioja","22.897","22.207","100,0%","27.699","37.718","98,5%","10.746","28,5%","5.387","47.664","11,3%","5.395","107.618","5,0%","467","21.170","2,2%","9","6.286","0,1%","72.600","270.788","26,8%","2021-05-31T22:00:00.000Z"
"La Rioja","22.906","22.207","100,0%","27.749","37.718","98,7%","12.349","32,7%","5.404","47.664","11,3%","5.447","107.618","5,1%","470","21.170","2,2%","9","6.286","0,1%","74.334","270.788","27,5%","2021-06-01T22:00:00.000Z"
"La Rioja","22.921","22.207","100,0%","27.853","37.718","99,0%","13.817","36,6%","6.447","47.664","13,5%","5.609","107.618","5,2%","478","21.170","2,3%","10","6.286","0,2%","77.135","270.788","28,5%","2021-06-02T22:00:00.000Z"
"La Rioja","23.253","100,0%","28.381","100,0%","64,0%","94,4%","30.513","7.579","14,3%","7.382","13,5%","1.506","7,1%","10","0,2%","134.233","270.788","49,6%",,,,,,"2021-06-03T22:00:00.000Z"
"Madrid","153.495","364.122","42,2%","7.232","703.323","1,4%","28.868","4,1%","49.567","972.783","5,1%","108.004","2.513.737","4,3%","12.694","479.716","2,6%","35","135.861","0,0%","359.895","5.695.623","6,3%","2021-03-30T22:00:00.000Z"
"Madrid","169.283","364.122","46,5%","7.449","703.323","1,4%","29.149","4,1%","49.832","972.783","5,1%","108.380","2.513.737","4,3%","12.781","479.716","2,7%","35","135.861","0,0%","376.909","5.695.623","6,6%","2021-03-31T22:00:00.000Z"
"Madrid","169.352","364.122","46,5%","7.520","703.323","1,4%","29.261","4,2%","49.925","972.783","5,1%","108.427","2.513.737","4,3%","12.782","479.716","2,7%","35","135.861","0,0%","377.302","5.695.623","6,6%","2021-04-02T22:00:00.000Z"
"Madrid","169.388","364.122","46,5%","7.525","703.323","1,4%","29.264","4,2%","49.932","972.783","5,1%","108.440","2.513.737","4,3%","12.784","479.716","2,7%","35","135.861","0,0%","377.368","5.695.623","6,6%","2021-04-04T22:00:00.000Z"
"Madrid","184.563","364.122","50,7%","7.731","703.323","1,5%","29.504","4,2%","50.139","972.783","5,2%","108.838","2.513.737","4,3%","12.826","479.716","2,7%","35","135.861","0,0%","393.636","5.695.623","6,9%","2021-04-05T22:00:00.000Z"
"Madrid","197.029","364.122","54,1%","7.958","703.323","1,5%","29.817","4,2%","50.428","972.783","5,2%","109.325","2.513.737","4,3%","12.943","479.716","2,7%","36","135.861","0,0%","407.536","5.695.623","7,2%","2021-04-06T22:00:00.000Z"
"Madrid","206.712","364.122","56,8%","8.169","703.323","1,6%","30.125","4,3%","50.727","972.783","5,2%","109.901","2.513.737","4,4%","13.035","479.716","2,7%","37","135.861","0,0%","418.706","5.695.623","7,4%","2021-04-07T22:00:00.000Z"
"Madrid","213.195","364.122","58,6%","8.388","703.323","1,6%","30.358","4,3%","50.946","972.783","5,2%","110.238","2.513.737","4,4%","13.103","479.716","2,7%","38","135.861","0,0%","426.266","5.695.623","7,5%","2021-04-08T22:00:00.000Z"
"Madrid","217.546","364.122","59,7%","8.595","703.323","1,6%","30.611","4,4%","51.139","972.783","5,3%","110.520","2.513.737","4,4%","13.167","479.716","2,7%","47","135.861","0,0%","431.625","5.695.623","7,6%","2021-04-11T22:00:00.000Z"
